Fide id,Name,Federation,Gender,Year_of_birth,Title,Standard_Rating,Rapid_rating,Blitz_rating,Inactive_flag,age,agerange
7105835,"Retno, Wijayanti",INA,F,1999,WFM,2071,2150,0,Inactive,21,20-30
719250,"Simon, Zsuzsanna",HUN,F,1984,No Title,2071,0,0,Inactive,36,30-40
1135880,"Spisak, Marta",POL,F,1982,No Title,2071,0,0,Inactive,38,30-40
2605740,"Xia, Angel",CAN,F,1986,No Title,2071,0,0,Inactive,34,30-40
4134168,"Zabiran, Mariya",RUS,F,1987,WFM,2071,0,0,Inactive,33,30-40
5100844,"Acevedo Garcia, Hilda",MEX,F,1970,WCM,2070,0,0,Inactive,50,40-50
4109538,"Aljautdinova, Margarita",RUS,F,1958,No Title,2070,0,0,Inactive,62,60-70
13301713,"Altunian, Satenik",ARM,F,1984,No Title,2070,0,0,Inactive,36,30-40
1701690,"Bener, Anna",SWE,F,1966,No Title,2070,0,0,Inactive,54,50-60
1104721,"Brustman-Gawarecka, Edyta",POL,F,1964,No Title,2070,0,0,Inactive,56,50-60
2400790,"Coull, Alison",SCO,F,1967,No Title,2070,0,0,Inactive,53,50-60
4203780,"Fanouraki, Niki",GRE,F,1981,No Title,2070,0,0,Inactive,39,30-40
2004585,"Frenkel, Vera",USA,F,1940,WFM,2070,0,0,Inactive,80,70-80
708496,"Gajai, Csilla",HUN,F,1975,No Title,2070,0,0,Inactive,45,40-50
910988,"Gere, Valeria",SRB,F,1963,No Title,2070,0,0,Inactive,57,50-60
2805214,"Grimaldi, Angela Flavia",ITA,F,2003,No Title,2070,1864,1827,Active,17,10-20
4110447,"Gutkina, E",RUS,F,0,No Title,2070,0,0,Inactive,0,
12510572,"Hakimifard, Raana",IRI,F,1996,WFM,2070,1998,2076,Active,24,20-30
13904108,"Hincu, Olga",MDA,F,1997,WFM,2070,1936,0,Active,23,20-30
4170997,"Kovaleva, Olga",RUS,F,1970,WFM,2070,1763,1833,Active,50,40-50
302597,"Kubikova, Hana",CZE,F,1962,WFM,2070,2032,1979,Active,58,50-60
24603660,"Kuckling, Hannah",GER,F,1996,WFM,2070,0,0,Active,24,20-30
13503529,"Maksimova, Elena",BLR,F,1988,WFM,2070,2097,2091,Inactive,32,30-40
22244735,"Martin Perez, Laura",ESP,F,1997,WFM,2070,2016,2034,Inactive,23,20-30
3300099,"Mimailova, Neli",BOL,F,0,No Title,2070,0,0,Inactive,0,
14507935,"Pahor, Andrea",CRO,F,1984,No Title,2070,2005,0,Inactive,36,30-40
4617096,"Rieder, Anita",GER,F,1964,No Title,2070,0,0,Inactive,56,50-60
3511162,"Rivero Reyes, Grethel",CUB,F,1989,No Title,2070,0,0,Inactive,31,30-40
45095248,Sahithi Varshini M,IND,F,2007,WFM,2070,1392,1498,Active,13,10-20
4158601,"Semenova, Sveta",RUS,F,1985,No Title,2070,2021,2048,Inactive,35,30-40
4183312,"Shelike, Ajana",RUS,F,1987,No Title,2070,0,0,Inactive,33,30-40
4154355,"Sudnikova, Svetlana",RUS,F,1975,No Title,2070,0,0,Inactive,45,40-50
704601,"Szaday, Laszlone",HUN,F,1943,No Title,2070,0,0,Inactive,77,70-80
13514288,"Tarasenka, Aliaksandra",BLR,F,2006,WFM,2070,1827,1796,Active,14,10-20
2300761,"Threinsdottir, O",ISL,F,1945,No Title,2070,0,0,Inactive,75,70-80
4700155,"Vuji, Albana",ALB,F,1969,No Title,2070,0,0,Inactive,51,50-60
2801434,"Weiss, Miriam",ISR,F,1959,No Title,2070,0,0,Inactive,61,60-70
5700302,"Wong, Su Yi Audrey",MAS,F,1969,WIM,2070,0,0,Inactive,51,50-60
4188403,"Yakovich, Valentina",RUS,F,1964,WFM,2070,1984,0,Inactive,56,50-60
1115405,"Zielinska, Danuta",POL,F,1980,No Title,2070,0,0,Inactive,40,30-40
4110242,"Zikova, N",RUS,F,0,No Title,2070,0,0,Inactive,0,
13300644,"Zschischang, Marine",GER,F,1973,No Title,2070,2040,2059,Active,47,40-50
14000717,"Alimova, Maral",TKM,F,1987,No Title,2069,0,0,Inactive,33,30-40
4138422,"Artemyeva, Olga",RUS,F,1996,WFM,2069,2034,2022,Inactive,24,20-30
14501724,"Bazaj Bockai, Snjezana",CRO,F,1963,WFM,2069,0,0,Inactive,57,50-60
309389,"Decka, Eliska",CZE,F,1982,No Title,2069,2046,0,Inactive,38,30-40
4172043,"Derbentseva, Irina",RUS,F,1989,WFM,2069,0,0,Inactive,31,30-40
2019531,"Eynula, Roza",KOR,F,1987,WFM,2069,2008,0,Active,33,30-40
405027,"Haslinger, Mandy S",ENG,F,1980,WCM,2069,0,0,Inactive,40,30-40
724971,"Horvath, Reka",AUT,F,1985,No Title,2069,1948,1962,Active,35,30-40
4142420,"Kychanova, Elena",RUS,F,1980,No Title,2069,0,0,Inactive,40,30-40
14504910,"Mihalincic, Irena",CRO,F,1977,No Title,2069,0,0,Inactive,43,40-50
4168127,"Nizhegorodtseva, Y.",RUS,F,1988,No Title,2069,0,0,Inactive,32,30-40
14117169,"Ostroverkhova, Elena",UKR,F,1990,No Title,2069,2054,0,Inactive,30,20-30
4158202,"Ostrovskaya, Taisiya",RUS,F,1985,No Title,2069,0,0,Inactive,35,30-40
1601610,"Schnegg, Karin",AUT,F,1970,No Title,2069,0,2062,Inactive,50,40-50
727296,"Stark, Agnes",HUN,F,1984,No Title,2069,0,0,Inactive,36,30-40
13003038,Win Win Thwe,MYA,F,1988,No Title,2069,0,0,Inactive,32,30-40
2012839,"Airapetian, SH",USA,F,0,No Title,2068,0,0,Inactive,0,
14107813,"Aslanian, Ludmila K.",UKR,F,1954,WIM,2068,2094,2040,Inactive,66,60-70
14000733,"Begjanova, Mive",TKM,F,1979,No Title,2068,0,0,Inactive,41,40-50
13600931,"Choladze, Mariami",GEO,F,1997,WFM,2068,2022,1852,Active,23,20-30
5104297,"Guerrero Rodriguez, Alejandra",MEX,F,1974,WIM,2068,0,2004,Active,46,40-50
13403010,"Hasanova, Turkan",AZE,F,1992,WFM,2068,2017,2044,Inactive,28,20-30
4177479,"Ivakhinova, Nadezhda",RUS,F,1987,WFM,2068,0,0,Inactive,33,30-40
4144406,"Kriukova, Elena",RUS,F,1974,WFM,2068,2021,0,Inactive,46,40-50
14124360,"Kumanska, Olena",UKR,F,1994,WFM,2068,2051,2053,Inactive,26,20-30
1016555,"Middelveld, Martine",NED,F,1989,No Title,2068,0,0,Active,31,30-40
34115428,"Mukhina, Jana",RUS,F,1999,WFM,2068,2028,2020,Active,21,20-30
14502623,"Padavic, Branka",CRO,F,1969,No Title,2068,2029,0,Inactive,51,50-60
2801426,"Podrazhanskaya, Olga",ISR,F,1948,WIM,2068,0,0,Inactive,72,70-80
1017934,"Schut, Donna",NED,F,1992,WFM,2068,0,0,Inactive,28,20-30
14111357,"Shapoval, Galina",UKR,F,1986,WIM,2068,2084,2130,Inactive,34,30-40
941310,"Tanaskovic, Slavica",SRB,F,1961,No Title,2068,0,0,Inactive,59,50-60
409596,"Anguelov, Iva",ENG,F,1981,No Title,2067,0,0,Inactive,39,30-40
911054,"Bojovic, Galina",SRB,F,1970,No Title,2067,2046,2006,Inactive,50,40-50
1104861,"Jozwicka, Urszula",POL,F,1965,No Title,2067,2070,1911,Inactive,55,50-60
24625434,"Kachegortian, Karen",GER,F,1956,No Title,2067,0,0,Inactive,64,60-70
933953,"Kagramanov, Dina",CAN,F,1986,WIM,2067,0,0,Inactive,34,30-40
14110555,"Kazak, Maryna",UKR,F,1985,No Title,2067,0,0,Inactive,35,30-40
13402021,"Khudaverdiyeva, Afag",AZE,F,1988,No Title,2067,0,0,Inactive,32,30-40
4200942,"Kondou, Eva",GRE,F,1965,WIM,2067,2164,0,Inactive,55,50-60
4682157,"Leveikina, Jevgenija",GER,F,1979,WFM,2067,2075,2054,Active,41,40-50
4154215,"Loktioniva, Tatiana",RUS,F,1985,No Title,2067,0,0,Inactive,35,30-40
13401408,"Mammadova, Nubar",AZE,F,1982,No Title,2067,0,0,Inactive,38,30-40
720240,"Palotai, Piroska",HUN,F,1980,WFM,2067,0,0,Inactive,40,30-40
4163290,"Postnikova, Anna",RUS,F,1984,No Title,2067,2022,0,Inactive,36,30-40
5204020,"Rivera, Daisy",PHI,F,1977,No Title,2067,0,0,Inactive,43,40-50
1305034,"Schmid, Shahanah",SUI,F,1976,WFM,2067,0,0,Active,44,40-50
5016746,"Sivakami, Ramanathan",IND,F,1980,No Title,2067,0,0,Inactive,40,30-40
14904594,"Sycova, Miroslava",SVK,F,1980,No Title,2067,0,0,Inactive,40,30-40
24652105,"Winterholler, Christina",GER,F,1996,No Title,2067,2096,1931,Active,24,20-30
1009885,"Wortel, Meike",NED,F,1982,No Title,2067,0,0,Inactive,38,30-40
44131356,"Bondareva, Daria",RUS,F,2005,WCM,2066,1850,1921,Active,15,10-20
2253321,"Espinola Martin, Maria Jose",ESP,F,1984,No Title,2066,0,0,Inactive,36,30-40
3509109,"Espinosa Garcia, Sandra",CUB,F,1990,WIM,2066,0,2064,Inactive,30,20-30
321613,"Grussova, Helena",CZE,F,1993,No Title,2066,2016,2092,Active,27,20-30
943991,"Jovanovic, Katarina",SRB,F,1986,No Title,2066,0,0,Inactive,34,30-40
4123875,"Kutukova, Virineya",RUS,F,1971,WFM,2066,0,0,Inactive,49,40-50
942553,"Miladinovic, Lena",SRB,F,1993,WIM,2066,2108,2030,Active,27,20-30
14700395,"Nasriddinzoda, Marvorii",TJK,F,1993,No Title,2066,2069,1905,Inactive,27,20-30
604631,"Nicoara, Malina",FRA,F,1969,WIM,2066,2034,2047,Inactive,51,50-60
24119865,"Nikulshina, Nadezhda",RUS,F,1968,No Title,2066,0,0,Inactive,52,50-60
5011833,"Priyadarshini, M.",IND,F,1987,No Title,2066,0,0,Inactive,33,30-40
1058401,"Roebers, Eline",NED,F,2006,No Title,2066,0,0,Active,14,10-20
4145186,"Shaimkhametova, Guzalia",RUS,F,1963,No Title,2066,0,0,Inactive,57,50-60
1106678,"Szczygiel, Agnieszka",POL,F,1974,WFM,2066,0,0,Inactive,46,40-50
13601806,"Tsikarishvili, Nana",GEO,F,1984,No Title,2066,2086,2117,Active,36,30-40
34146919,"Yurasova, Daria",RUS,F,2003,No Title,2066,1927,1982,Active,17,10-20
6700241,"Zepeda, Sonia",ESA,F,1981,WIM,2066,0,2053,Inactive,39,30-40
8601780,"Zhong, Hua",CHN,F,1991,No Title,2066,0,0,Inactive,29,20-30
4110480,"Adamanova, L",RUS,F,0,No Title,2065,0,0,Inactive,0,
14105667,"Azarova, Tatiana",UKR,F,1977,No Title,2065,0,0,Inactive,43,40-50
716731,"Barat, Anna",HUN,F,1981,No Title,2065,0,0,Inactive,39,30-40
14400464,"Bosnic, Ljiljana",BIH,F,0,No Title,2065,0,0,Inactive,0,
1213431,"Burnoiu, Constantina-Nicoleta",ROU,F,1982,No Title,2065,0,0,Inactive,38,30-40
4112903,"Chernikova, Svetlana",RUS,F,1963,WFM,2065,1929,0,Active,57,50-60
1117696,"Chmielinska, Alicja",POL,F,1984,No Title,2065,0,0,Inactive,36,30-40
302740,"Chmielova, Hana",CZE,F,1965,No Title,2065,0,0,Inactive,55,50-60
5019834,"Dave, Dhyani",IND,F,1991,WIM,2065,0,0,Inactive,29,20-30
2004666,"Dodson, Catherine",USA,F,1958,No Title,2065,0,0,Inactive,62,60-70
4167112,"Dvoryadkina, Marina",RUS,F,1985,No Title,2065,0,0,Inactive,35,30-40
13500210,"Eidelson, Rakhil",BLR,F,1958,WGM,2065,2062,2044,Active,62,60-70
5208912,"Galas, Bernadette",PHI,F,1996,WIM,2065,2023,1981,Active,24,20-30
13303287,"Grigoryan, Anush",ARM,F,1973,No Title,2065,0,0,Inactive,47,40-50
13502336,"Herasimovich, Volha",BLR,F,1985,WGM,2065,2058,1962,Inactive,35,30-40
302724,"Jedlickova, Jitka",CZE,F,1967,No Title,2065,0,0,Inactive,53,50-60
3202631,"Johns-Putra, Geraldine",AUS,F,1973,WFM,2065,0,0,Inactive,47,40-50
4167678,"Kachkina, Ekaterina",RUS,F,1986,No Title,2065,0,0,Inactive,34,30-40
13712799,"Kairbekova, Amina",KAZ,F,2006,WFM,2065,1869,1829,Active,14,10-20
13510657,"Khrapko, Marharyta",BLR,F,1998,No Title,2065,2045,1900,Active,22,20-30
13502948,"Kirik, Irina",BLR,F,1985,No Title,2065,0,0,Inactive,35,30-40
4186257,"Kosarchuk, Elena",RUS,F,1975,WFM,2065,0,0,Inactive,45,40-50
1003364,"Kouwenhoven, Marisca",NED,F,1976,WFM,2065,0,0,Inactive,44,40-50
11601701,"Krumina, Linda",LAT,F,1984,WFM,2065,2018,1943,Active,36,30-40
102660,"Malajovich, Sandra",ARG,F,1968,WIM,2065,0,0,Inactive,52,50-60
715298,"Marton, Gabriella",HUN,F,1976,No Title,2065,0,0,Inactive,44,40-50
13602810,"Meskhi, Teona",GEO,F,1989,No Title,2065,0,0,Inactive,31,30-40
4407105,"Moreno, Ana Maria",COL,F,1993,No Title,2065,0,0,Inactive,27,20-30
4402340,"Orozco, Lina Yomayra",COL,F,1992,WIM,2065,2070,1979,Active,28,20-30
3522075,"Perez Marin, Olivia",CUB,F,2003,WCM,2065,0,1852,Active,17,10-20
4163575,"Pribylnova, Ekaterina",RUS,F,1986,No Title,2065,0,0,Inactive,34,30-40
2224097,"Sanchez Martin, Vanessa",ESP,F,1982,No Title,2065,0,0,Inactive,38,30-40
704636,"Sotonyi, Zsusza",HUN,F,1971,No Title,2065,0,0,Inactive,49,40-50
4184890,"Stavskaya, Olga",RUS,F,1989,No Title,2065,2090,0,Inactive,31,30-40
920436,"Stevic, Natasa",SRB,F,1969,No Title,2065,0,0,Inactive,51,50-60
2004674,"Street, Karen M",USA,F,0,No Title,2065,0,0,Inactive,0,
1107348,"Szewczak, Anna",POL,F,1975,No Title,2065,2005,0,Inactive,45,40-50
1104764,"Szulnis, Malgorzata",POL,F,1964,No Title,2065,0,0,Inactive,56,50-60
4124154,"Tkacheva, Lyuba",RUS,F,1979,No Title,2065,0,0,Inactive,41,40-50
715875,"Toth, Adrienn",HUN,F,1975,No Title,2065,0,0,Inactive,45,40-50
24121118,"Trapeznikova, Darya",RUS,F,1993,WFM,2065,1955,1858,Active,27,20-30
13605518,"Unapkoshvili, Nani",GEO,F,1995,No Title,2065,0,0,Inactive,25,20-30
1900641,"Valdes, Maritza",POR,F,1966,WFM,2065,0,0,Inactive,54,50-60
14600617,"Vavpotic-Kosanski, Tatjana",SLO,F,1961,No Title,2065,0,0,Inactive,59,50-60
911070,"Veljic, Vesna",SRB,F,1962,No Title,2065,0,0,Inactive,58,50-60
920428,"Vicentic, Aleksandra",SRB,F,1976,No Title,2065,0,0,Inactive,44,40-50
1107364,"Wiliczkiewicz, Zdzislawa",POL,F,1976,No Title,2065,0,0,Inactive,44,40-50
2016222,"Woods, Dana",USA,F,1956,No Title,2065,0,0,Inactive,64,60-70
2085259,"Zeng, Sheena",USA,F,2004,WCM,2065,1650,1599,Active,16,10-20
1104772,"Zontek, Katarzyna",POL,F,1963,No Title,2065,0,0,Inactive,57,50-60
4651405,"Auer, Conny",GER,F,1973,No Title,2064,0,0,Inactive,47,40-50
4621700,"Boenisch, Annika",GER,F,1975,No Title,2064,0,0,Inactive,45,40-50
14000466,"Brineva, Elena S.",TKM,F,1982,WFM,2064,0,0,Inactive,38,30-40
3509095,"De La Torre Rodriguez, Elizabeth",CUB,F,1988,WFM,2064,0,1965,Active,32,30-40
642347,"Esposito, Marie-Christine",FRA,F,1985,WFM,2064,0,0,Inactive,35,30-40
2025892,"Guber, Michael",USA,F,1987,No Title,2064,0,0,Inactive,33,30-40
1110179,"Kuchta, Danuta",POL,F,1975,No Title,2064,0,0,Inactive,45,40-50
34166278,"Loskutova, Viktoriya",RUS,F,2004,WFM,2064,2053,1955,Active,16,10-20
5004357,"Meera, Sai",IND,F,1977,WIM,2064,2027,1944,Inactive,43,40-50
410560,"Partington, Anna G",ENG,F,1985,No Title,2064,0,0,Inactive,35,30-40
5102871,"Porras Rodriguez, Miriam",MEX,F,1976,WIM,2064,0,0,Inactive,44,40-50
13505297,"Shilo, Evgenija",BLR,F,1990,No Title,2064,0,0,Inactive,30,20-30
730343,"Toth, Sarolta",HUN,F,1990,WFM,2064,0,0,Inactive,30,20-30
14114500,"Yushko, Olga",UKR,F,1987,WFM,2064,2149,2115,Inactive,33,30-40
24192210,"Zajtzeva, Viktoria",RUS,F,2000,WFM,2064,2007,1888,Inactive,20,10-20
1238019,"Bucur, Denisa-Andreea",ROU,F,2002,No Title,2063,1751,1659,Active,18,10-20
2501040,"Collins, Danielle",IRL,F,1981,No Title,2063,0,0,Inactive,39,30-40
1017217,"De Jonge, Maartje",NED,F,1979,No Title,2063,0,0,Inactive,41,40-50
34414495,"Doroshenko, Olga A.",RUS,F,1970,No Title,2063,0,0,Inactive,50,40-50
4651219,"Ehret, Rebecca",GER,F,1981,No Title,2063,0,0,Inactive,39,30-40
699969,"Fischer, Julie",FRA,F,1996,WFM,2063,1971,1985,Active,24,20-30
2902222,"Ilieva, Hristina",BUL,F,1971,No Title,2063,0,0,Inactive,49,40-50
24133167,"Kim, Yana",RUS,F,1998,WFM,2063,2071,2112,Inactive,22,20-30
4205316,"Makka, Ioulia",GRE,F,1983,WIM,2063,2097,2074,Active,37,30-40
5029236,"Manasa, P.",IND,F,1987,No Title,2063,0,0,Inactive,33,30-40
12404365,"Nguyen, Thi Thu Huyen",VIE,F,1987,No Title,2063,2050,2027,Active,33,30-40
11601825,"Orlovska, Madara",LAT,F,1986,No Title,2063,2095,2063,Active,34,30-40
14116430,"Romanova, Mariya",UKR,F,1989,No Title,2063,0,0,Inactive,31,30-40
329533,"Rozumberska, Jitka",CZE,F,1987,No Title,2063,0,0,Inactive,33,30-40
13704575,"Rysbayeva, Nazerke",KAZ,F,1990,WFM,2063,1954,2035,Inactive,30,20-30
4662113,"Schenk, Stefanie",GER,F,1980,No Title,2063,0,0,Inactive,40,30-40
305260,"Sochorova, Petra",CZE,F,1978,WIM,2063,2173,2073,Active,42,40-50
13902695,"Talmazan, Olga",MDA,F,1988,No Title,2063,0,0,Inactive,32,30-40
718092,"Tibenszkyne Kiss, Emese",HUN,F,1985,WFM,2063,0,0,Inactive,35,30-40
3505421,"Ulloa Rodriguez, Yoriley",CUB,F,1984,WFM,2063,0,0,Inactive,36,30-40
2054906,"Uyanga, Byambaa",MGL,F,1990,WFM,2063,0,2035,Active,30,20-30
910210,"Vujic-Katanic, Branka",SRB,F,1964,WFM,2063,0,0,Inactive,56,50-60
8604533,"Yu, Moqi",CHN,F,1992,No Title,2063,0,0,Inactive,28,20-30
2604523,"Benggawan, Amanda",CAN,F,1986,WFM,2062,0,0,Inactive,34,30-40
4181042,"Fominykh, Lyudmila",RUS,F,1958,No Title,2062,0,0,Inactive,62,60-70
3404536,"Garcia Cardenas, Carolina",CHI,F,1985,No Title,2062,0,0,Inactive,35,30-40
3200795,"Guo, Emma",AUS,F,1995,WIM,2062,2078,2039,Inactive,25,20-30
7111983,"Hanfin, Zahra Chumaira Amelia",INA,F,1998,WFM,2062,2104,0,Active,22,20-30
13702688,"Klokova, Svetlana",KAZ,F,0,No Title,2062,0,0,Inactive,0,
2035790,"Matlin, Anna",USA,F,1995,WCM,2062,2073,0,Inactive,25,20-30
4628691,"Mueller-Ludwig, Kristin",GER,F,1977,WFM,2062,0,0,Active,43,40-50
7106335,"Nurdin, Tammi Nasuha",INA,F,1996,WFM,2062,2120,0,Inactive,24,20-30
24129488,"Poletova, Marianna",RUS,F,1959,WFM,2062,2107,1872,Active,61,60-70
4148444,"Roshina, Anastasia",RUS,F,1972,No Title,2062,0,0,Inactive,48,40-50
12802425,"Sakiniene, Gina",LTU,F,1985,No Title,2062,0,2020,Inactive,35,30-40
4401913,"Salcedo, Jackeline",COL,F,1998,WFM,2062,1959,1984,Active,22,20-30
1104713,"Scholl, Maria",POL,F,1951,No Title,2062,0,0,Inactive,69,60-70
4124758,"Sorokina, Tamara",RUS,F,1942,WIM,2062,1877,1891,Active,78,70-80
1118455,"Szromba, Edyta",POL,F,1985,WFM,2062,0,1661,Inactive,35,30-40
1121332,"Tekielak, Izabela",POL,F,1986,No Title,2062,0,0,Inactive,34,30-40
24129607,"Yakovleva, Daria",RUS,F,1990,No Title,2062,1931,0,Inactive,30,20-30
1104586,"Zboron, Hanna",POL,F,1956,No Title,2062,0,0,Inactive,64,60-70
926990,"Zelenaya-Azaric, Galina",SRB,F,1969,WFM,2062,0,0,Active,51,50-60
4177452,"Avdeenko, Tatiana",RUS,F,1987,WFM,2061,2101,2050,Inactive,33,30-40
1711083,"Bengtsson, Jessica",SWE,F,1995,WFM,2061,2013,0,Active,25,20-30
12917940,"Brandt, Carina",GER,F,1994,No Title,2061,2016,0,Active,26,20-30
4154533,"Cherkasova, Marina",RUS,F,1983,WFM,2061,1981,0,Active,37,30-40
4180976,"Dotdaeva, Aminat",RUS,F,1986,WFM,2061,0,0,Inactive,34,30-40
4157443,"Garaeva, Gulnara",RUS,F,1987,WFM,2061,0,0,Inactive,33,30-40
24605271,"Henneberg, Inga",GER,F,1978,No Title,2061,0,0,Inactive,42,40-50
4608666,"Malachowski, Margrit",GER,F,1953,WFM,2061,2026,0,Inactive,67,60-70
14920026,"Milcova, Zuzana",SVK,F,1992,WFM,2061,1964,1979,Active,28,20-30
12401714,"Nguyen, Thi Diem Huong",VIE,F,1990,WFM,2061,0,0,Inactive,30,20-30
2245400,"Ordonez Torres, Maria Del Carmen",ESP,F,1996,No Title,2061,1947,0,Active,24,20-30
14001888,"Ovezdurdiyeva, Jemal",TKM,F,1998,WFM,2061,1924,1946,Active,22,20-30
4628705,"Rehn, Antje",GER,F,1967,No Title,2061,0,0,Inactive,53,50-60
14100878,"Schweitzer, Victoria",FRA,F,1959,WIM,2061,2187,0,Active,61,60-70
14201674,"Tashmuradova, Irina",UZB,F,1982,No Title,2061,0,0,Inactive,38,30-40
13002872,Tin Lay Shwe,MYA,F,1981,WFM,2061,2036,2023,Inactive,39,30-40
3601552,"Travez Zambrano, Carla",ECU,F,1986,No Title,2061,0,0,Inactive,34,30-40
2011913,"Tsodikova, Natalia",USA,F,1969,WFM,2061,0,0,Active,51,50-60
4655117,"Umpfenbach, Carolin",GER,F,1983,No Title,2061,0,0,Active,37,30-40
2021218,"Vayserberg, Tatia",USA,F,1977,No Title,2061,0,0,Inactive,43,40-50
14106302,"Yuzefova, Helen",UKR,F,1986,No Title,2061,0,0,Inactive,34,30-40
3517950,"Bandera Castro, Yainoris",CUB,F,1974,WFM,2060,0,2054,Inactive,46,40-50
103365,"Cherati, Mariana",ARG,F,1973,No Title,2060,0,0,Inactive,47,40-50
4199430,"Chichmareva, Olga",RUS,F,1978,No Title,2060,0,0,Inactive,42,40-50
812587,"Costantini, Laura",ITA,F,1985,No Title,2060,0,0,Inactive,35,30-40
704571,"Csom, Katalin",HUN,F,1970,No Title,2060,0,0,Inactive,50,40-50
1002147,"De Wit, Patricia",NED,F,1967,No Title,2060,0,0,Inactive,53,50-60
14110652,"Demchenko, Marina",UKR,F,1985,No Title,2060,0,0,Inactive,35,30-40
2004712,"Dimitrijevic, Vesna",USA,F,1952,WIM,2060,0,0,Inactive,68,60-70
2263840,"Fidalgo Fernandez, Lucia",ESP,F,1989,WFM,2060,2115,1992,Active,31,30-40
307416,"Halkova, Eva",CZE,F,1974,No Title,2060,0,0,Inactive,46,40-50
13402455,"Huseynova, Sahar",AZE,F,1989,No Title,2060,0,0,Inactive,31,30-40
4110498,"Kantorovich, A",RUS,F,0,No Title,2060,0,0,Inactive,0,
410861,"Khoo, Teresa",ENG,F,1986,No Title,2060,0,0,Inactive,34,30-40
704644,"Kovacs-Mathe, Emoke",HUN,F,1956,No Title,2060,0,0,Inactive,64,60-70
3501469,"Leon Cordero, Eumelia",CUB,F,1961,WFM,2060,0,1997,Inactive,59,50-60
24102270,"Lukina, Aleksandra",RUS,F,1996,WFM,2060,1945,1922,Active,24,20-30
105848,"Maggiolo, Sonia",ARG,F,1976,No Title,2060,0,0,Inactive,44,40-50
1104802,"Majtyka, Bozena",POL,F,1966,No Title,2060,0,0,Inactive,54,50-60
5113580,"Mendez Tovar, Yessica Yissel",MEX,F,1995,WIM,2060,2049,1870,Active,25,20-30
4137736,"Mokhna, Natalia",RUS,F,1968,WFM,2060,1958,1999,Inactive,52,50-60
1402048,"Mortensen, Beatrix",DEN,F,1962,No Title,2060,0,0,Inactive,58,50-60
14108828,"Nikolaeva, Maria",UKR,F,1985,WFM,2060,0,0,Inactive,35,30-40
918172,"Novakovic, Nada",SRB,F,1948,No Title,2060,0,0,Inactive,72,70-80
4177800,"Prizant, Julia",RUS,F,1989,No Title,2060,0,0,Inactive,31,30-40
4400550,"Rendon, Marta L.",COL,F,1958,No Title,2060,0,0,Inactive,62,60-70
14506319,"Rezek-Jambrak, Anet",CRO,F,1980,WFM,2060,0,0,Inactive,40,30-40
4110676,"Saburova, T",RUS,F,0,No Title,2060,0,0,Inactive,0,
2802651,"Shapira, Lilia",ISR,F,1977,No Title,2060,0,0,Inactive,43,40-50
4128443,"Shiganova, Inna",RUS,F,0,No Title,2060,0,0,Inactive,0,
1104500,"Strzalka, Joanna",POL,F,1968,No Title,2060,0,0,Inactive,52,50-60
704652,"Tompa, Erzsebet dr.",HUN,F,1944,No Title,2060,0,0,Inactive,76,70-80
4900308,"Tungalag, Suuri",MGL,F,1955,No Title,2060,0,0,Inactive,65,60-70
4646681,"Uhlendorf, Kristina, Dr.",GER,F,1971,No Title,2060,0,0,Inactive,49,40-50
3903001,"Varela La Madrid, Tilsia Carolina",VEN,F,1994,WIM,2060,2033,1972,Active,26,20-30
4185005,"Voevodina, Alexandra",RUS,F,1988,WFM,2060,0,0,Inactive,32,30-40
4644875,"Wiesner, Gundula",GER,F,1981,WFM,2060,0,0,Inactive,39,30-40
1212605,"Argyo, Nora",ROU,F,1987,No Title,2059,0,0,Inactive,33,30-40
24107476,"Bragina, Anastasia",RUS,F,1992,No Title,2059,0,0,Inactive,28,20-30
5004969,"Dolan Champa, Bose",IND,F,1976,No Title,2059,0,0,Inactive,44,40-50
4181700,"Egorova, Ekaterina",RUS,F,1989,WFM,2059,0,0,Inactive,31,30-40
1117750,"Fassa, Anna",POL,F,1985,No Title,2059,2022,1996,Inactive,35,30-40
602604,"Flear, Christine",FRA,F,1967,WIM,2059,2128,0,Active,53,50-60
1206419,"Fratila, Adela",CAN,F,1979,WFM,2059,0,0,Inactive,41,40-50
1444972,"Kakulidis, Ellen",DEN,F,1997,WCM,2059,1908,1852,Active,23,20-30
751138,"Kassay, Lilla",HUN,F,1999,WFM,2059,2028,0,Active,21,20-30
4181182,"Kiseleva, Marina",RUS,F,1987,No Title,2059,0,0,Inactive,33,30-40
3600424,"Moncayo Romero, Evelyn",ECU,F,1981,WIM,2059,0,2139,Inactive,39,30-40
4403657,"Orozco, Luz Elena",COL,F,1988,No Title,2059,1950,1980,Active,32,30-40
4119126,"Polyakova, Natalia",RUS,F,1961,WIM,2059,1806,1733,Inactive,59,50-60
3202950,"Rozycki, Edyta",AUS,F,1971,No Title,2059,0,0,Inactive,49,40-50
14108151,"Tkachova, Anastasia",UKR,F,1995,No Title,2059,2023,0,Inactive,25,20-30
954748,"Vujcic, Milena",SRB,F,2001,WFM,2059,1817,1821,Active,19,10-20
4180755,"Abdullina, Kamila R.",RUS,F,1987,No Title,2058,0,0,Inactive,33,30-40
4110650,"Bezgodova, Svetlana",RUS,F,1971,WIM,2058,2126,2131,Inactive,49,40-50
1124471,"Boder, Karolina",POL,F,1985,No Title,2058,0,0,Inactive,35,30-40
